cfile,BestSansPip,OracleEP,TimeWithIPNaive,Diff,EPConfiguration,Index
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_bsdf_velvet.c,57652.3,54584.6,18341.32,3067.7000000000044,EP_Solver=Worklist_Policy=LastInFirstOut,793.0
sendmail-8.18.1+libsm_strexit.c,58691.4,29614.0,29316.2,29077.4,EP_Solver=Naive,799.0
557.xz+liblzma_simple_ia64.c,58914.24,35875.6,20374.8,23038.64,EP_Solver=Naive,800.0
gdb-15.2+libiberty_sort.c,59946.2,25409.0,16715.2,34537.2,EP_Solver=Naive,806.0
ghostscript-10.04.0+freetype_src_autofit_afshaper.c,63888.6,60819.0,16194.4,3069.5999999999985,EP_Solver=Naive,828.0
507.cactuBSSN+CactusBindings_Parameters_Cactus_Parameters.c,64970.76,64571.0,19358.36,399.76000000000204,EP_Solver=Worklist_Policy=FirstInFirstOut_OnlineCD,840.0
ghostscript-10.04.0+base_gsserial.c,65217.2,64938.0,18292.0,279.1999999999971,EP_Solver=Naive,842.0
502.gcc+insn-modes.c,66425.36,63401.4,16633.2,3023.959999999999,EP_Solver=Worklist_Policy=FirstInFirstOut_LazyCD,850.0
ghostscript-10.04.0+freetype_src_base_ftlcdfil.c,69244.0,57630.0,10193.8,11614.0,EP_Solver=Naive,875.0
ghostscript-10.04.0+freetype_src_pfr_pfrcmap.c,70560.0,53974.0,16083.6,16586.0,EP_Solver=Naive,885.0
sendmail-8.18.1+libsm_strto.c,70726.2,55676.0,19395.6,15050.199999999997,EP_Solver=Naive,888.0
ghostscript-10.04.0+base_gdevkrnlsclass.c,74772.4,67681.0,14046.0,7091.399999999994,EP_Solver=Naive,912.0
ghostscript-10.04.0+contrib_lips4_gdevlips.c,81610.6,58918.0,30180.6,22692.600000000006,EP_Solver=Naive,959.0
507.cactuBSSN+CactusBindings_Parameters_CoordBase_Parameters.c,84992.46,80203.6,29995.74,4788.860000000001,EP_Solver=Worklist_Policy=LastInFirstOut,982.0
507.cactuBSSN+CactusBindings_Parameters_CartGrid3D_Parameters.c,85127.3,83350.0,25925.06,1777.300000000003,EP_Solver=Worklist_Policy=FirstInFirstOut_OnlineCD,983.0
ghostscript-10.04.0+obj_iconfig.c,85565.0,78596.0,18286.6,6969.0,EP_Solver=Worklist_Policy=FirstInFirstOut_OnlineCD,990.0
557.xz+liblzma_lzma_lzma_encoder_optimum_fast.c,85609.1,66900.8,30611.02,18708.300000000003,EP_Solver=Naive,991.0
sendmail-8.18.1+sendmail_arpadate.c,86631.6,76644.0,20037.2,9987.600000000006,EP_Solver=Naive,999.0
emacs-29.4+lib_filevercmp.c,88083.0,76680.0,42639.8,11403.0,EP_Solver=Naive,1007.0
526.blender+zlib_crc32.c,93667.08,81458.2,39226.1,12208.880000000005,EP_Solver=Naive,1045.0
sendmail-8.18.1+sendmail_trace.c,94777.6,94763.0,28156.8,14.60000000000582,EP_Solver=Naive,1054.0
ghostscript-10.04.0+obj_jidctint.c,95516.4,37797.0,21174.4,57719.399999999994,EP_Solver=Naive,1063.0
ghostscript-10.04.0+base_gsimpath.c,99078.6,47798.0,37290.2,51280.600000000006,EP_Solver=Naive,1075.0
ghostscript-10.04.0+base_gxctable.c,99582.4,65114.0,27962.6,34468.399999999994,EP_Solver=Naive,1079.0
502.gcc+c-lang.c,102296.56,90613.2,27174.66,11683.36,EP_Solver=Worklist_Policy=FirstInFirstOut_OnlineCD,1097.0
507.cactuBSSN+CactusBindings_Parameters_MoL_Parameters.c,102707.02,97759.4,33004.64,4947.62000000001,EP_Solver=Worklist_Policy=FirstInFirstOut_OnlineCD,1099.0
ghostscript-10.04.0+psi_iscannum.c,105104.2,60676.0,28846.2,44428.2,EP_Solver=Naive,1111.0
gdb-15.2+libdecnumber_bid_bid2dpd_dpd2bid.c,108425.6,58129.0,16731.6,50296.600000000006,EP_Solver=Naive,1125.0
505.mcf+treeup.c,110079.2,42754.8,24239.48,67324.4,EP_Solver=Naive,1132.0
gdb-15.2+zlib_crc32.c,111320.0,102993.0,45373.2,8327.0,EP_Solver=Naive,1140.0
507.cactuBSSN+Cactus_main_Complex.c,112174.48,43925.6,37426.28,68248.88,EP_Solver=Naive,1145.0
ghostscript-10.04.0+zlib_crc32.c,113243.8,108498.0,46304.0,4745.800000000003,EP_Solver=Naive,1151.0
505.mcf+pbeampp.c,114355.74,106638.8,26664.78,7716.940000000002,EP_Solver=Naive,1155.0
502.gcc+bid2dpd_dpd2bid.c,115999.22,75371.4,17908.82,40627.82000000001,EP_Solver=Naive,1167.0
507.cactuBSSN+PUGHSlab_DatatypeConversion.c,116749.34,101499.0,34834.8,15250.339999999997,EP_Solver=Naive,1174.0
526.blender+blender_source_blender_blenlib_intern_easing.c,121700.6,69004.8,57118.16,52695.8,EP_Solver=Naive,1197.0
gdb-15.2+sim_common_target-newlib-errno.c,124302.8,70711.0,32075.2,53591.8,EP_Solver=Naive,1210.0
ghostscript-10.04.0+freetype_src_psaux_psconv.c,128323.2,120787.0,31305.0,7536.199999999997,EP_Solver=Naive,1227.0
ghostscript-10.04.0+devices_gdevstc4.c,141663.2,80843.0,45733.2,60820.20000000001,EP_Solver=Naive,1277.0
ghostscript-10.04.0+obj_jcinit.c,142729.0,140983.0,32730.4,1746.0,EP_OVS_Solver=Worklist_Policy=FirstInFirstOut,1281.0
526.blender+zlib_inffast.c,149945.14,98933.2,28230.26,51011.94000000002,EP_Solver=Naive,1330.0
gdb-15.2+zlib_inffast.c,152282.0,86884.0,28270.6,65398.0,EP_Solver=Naive,1337.0
ghostscript-10.04.0+zlib_inffast.c,152984.0,90088.0,28772.8,62896.0,EP_Solver=Naive,1342.0
ghostscript-10.04.0+base_gsbitcom.c,164218.4,57431.0,48751.4,106787.4,EP_Solver=Naive,1391.0
ghostscript-10.04.0+devices_gdevstc2.c,167845.6,109063.0,42771.2,58782.600000000006,EP_Solver=Naive,1405.0
526.blender+blender_source_blender_blenlib_intern_md5.c,168706.34,130884.6,53988.2,37821.73999999999,EP_Solver=Naive,1412.0
ghostscript-10.04.0+zlib_inftrees.c,179409.0,81380.0,56427.4,98029.0,EP_Solver=Naive,1443.0
gdb-15.2+zlib_inftrees.c,182648.0,81021.0,56635.0,101627.0,EP_Solver=Naive,1452.0
ghostscript-10.04.0+openjpeg_src_lib_openjp2_invert.c,182970.8,162304.0,72960.8,20666.79999999999,EP_Solver=Naive,1455.0
526.blender+zlib_inftrees.c,183083.58,78727.0,55792.44,104356.57999999999,EP_Solver=Naive,1456.0
505.mcf+spec_qsort_spec_qsort.c,208815.32,117016.2,65818.66,91799.12000000001,EP_Solver=Naive,1551.0
502.gcc+spec_qsort_spec_qsort.c,211028.16,116340.0,65717.26,94688.16,EP_Solver=Naive,1558.0
ghostscript-10.04.0+base_claptrap.c,234259.6,134310.0,103405.2,99949.6,EP_Solver=Naive,1632.0
ghostscript-10.04.0+base_gxbcache.c,239731.0,66150.0,14312.4,173581.0,EP_Solver=Naive,1647.0
ghostscript-10.04.0+libpng_pngwtran.c,245923.0,211595.0,58477.6,34328.0,EP_Solver=Naive,1672.0
ghostscript-10.04.0+base_claptrap-planar.c,252802.4,142510.0,104745.8,110292.4,EP_Solver=Naive,1696.0
ghostscript-10.04.0+devices_gdevpcl.c,259594.6,236675.0,56880.0,22919.600000000006,EP_Solver=Naive,1714.0
ghostscript-10.04.0+leptonica_src_fhmtgenlow.1.c,283515.2,118921.0,75176.6,164594.2,EP_Solver=Naive,1779.0
ghostscript-10.04.0+freetype_src_pfr_pfrsbit.c,319254.6,289595.0,97241.2,29659.599999999977,EP_Solver=Naive,1873.0
ghostscript-10.04.0+base_gxsample.c,324828.6,309358.0,58541.0,15470.599999999977,EP_Solver=Naive,1894.0
ghostscript-10.04.0+base_gsflip.c,431215.4,220416.0,143268.6,210799.40000000002,EP_Solver=Naive,2123.0
gdb-15.2+libiberty_dwarfnames.c,490305.0,166899.0,135005.4,323406.0,EP_Solver=Naive,2221.0
526.blender+blender_source_blender_blenlib_intern_noise.c,567894.8,542062.4,405015.54,25832.400000000023,EP_Solver=Naive,2334.0
ghostscript-10.04.0+base_gsroptab.c,593438.8,316118.0,189444.6,277320.80000000005,EP_Solver=Naive,2365.0
526.blender+blender_source_blender_blenlib_intern_polyfill2d.c,619294.96,548184.4,410974.4,71110.55999999994,EP_Solver=Worklist_Policy=TwoPhaseLeastRecentlyFired,2399.0
507.cactuBSSN+PUGHReduce_ReductionNorm1.c,641073.08,634815.4,170976.46,6257.679999999935,EP_Solver=Naive,2423.0
507.cactuBSSN+PUGHReduce_ReductionNormInf.c,652351.78,601502.2,170934.3,50849.580000000075,EP_Solver=Naive,2441.0
557.xz+liblzma_lzma_lzma_encoder_optimum_normal.c,658490.5,550443.4,330225.1,108047.09999999998,EP_Solver=Naive,2445.0
ghostscript-10.04.0+leptonica_src_roplow.c,1252380.0,795814.0,349251.6,456566.0,EP_Solver=Naive,2892.0
ghostscript-10.04.0+leptonica_src_dwacomblow.2.c,3968074.0,1547441.0,1489869.4,2420633.0,EP_Solver=Naive,3373.0
ghostscript-10.04.0+leptonica_src_fmorphgenlow.1.c,4760690.0,1839720.0,1586575.2,2920970.0,EP_Solver=Naive,3418.0
507.cactuBSSN+LocalReduce_SumFunctions.c,15618688.26,12081932.8,5298373.7,3536755.459999999,EP_Solver=Naive,3534.0
507.cactuBSSN+LocalReduce_Norm3Functions.c,19724622.36,14780945.6,6115785.22,4943676.76,EP_Solver=Naive,3545.0
507.cactuBSSN+LocalReduce_AvgFunctions.c,19866976.18,15960846.4,6843804.44,3906129.7799999993,EP_Solver=Naive,3546.0
507.cactuBSSN+LocalReduce_CountFunctions.c,19902677.86,12676446.0,6353333.42,7226231.859999999,EP_Solver=Naive,3547.0
507.cactuBSSN+LocalReduce_NormInfFunctions.c,20275824.78,16191475.2,6131896.94,4084349.580000002,EP_Solver=Naive,3548.0
507.cactuBSSN+LocalReduce_MinFunctions.c,20347089.26,16644430.6,6392359.06,3702658.660000002,EP_Solver=Naive,3549.0
507.cactuBSSN+LocalReduce_Norm4Functions.c,20492705.7,16509616.4,6801622.48,3983089.299999999,EP_Solver=Naive,3550.0
507.cactuBSSN+LocalReduce_Norm2Functions.c,21094928.44,18407089.6,7427126.92,2687838.84,EP_Solver=Naive,3553.0
507.cactuBSSN+LocalReduce_Norm1Functions.c,21205720.7,15916745.2,7041324.74,5288975.5,EP_Solver=Naive,3554.0
507.cactuBSSN+LocalReduce_MaxFunctions.c,21356427.74,15766422.2,6725523.28,5590005.539999999,EP_Solver=Naive,3555.0
ghostscript-10.04.0+pdf_pdf_fontps.c,25616881.4,18194526.0,78492051.0,7422355.3999999985,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3566.0
502.gcc+passes.c,35553673.06,22500349.8,261065217.96,13053323.260000002,EP_OVS_Solver=Worklist_Policy=TwoPhaseLeastRecentlyFired_HybridCD,3575.0
502.gcc+cp-demangle.c,37827957.5,22977098.6,533350497.86,14850858.899999999,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3577.0
emacs-29.4+lib-src_etags.c,68587339.4,38599293.0,741651704.0,29988046.400000006,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3582.0
emacs-29.4+lib-src_ebrowse.c,71039033.8,10305595.0,37135675.0,60733438.8,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3584.0
502.gcc+insn-attrtab.c,153308280.68,55708130.2,75842211.38,97600150.48,EP_OVS_Solver=Worklist_Policy=FirstInFirstOut_OnlineCD,3585.0
emacs-29.4+lib-src_ctags.c,244763681.0,37793713.0,756790962.6,206969968.0,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3588.0
ghostscript-10.04.0+base_gdevp14.c,684899010.6,544860532.0,20000815923.2,140038478.60000002,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3589.0
